"","stock","fleet","id","value","choke","sqE"
"1","cod.27.7e-k","BE_Beam_10<24m",1,0,"choke",211.807042706667
"2","had.27.7b-k","BE_Beam_10<24m",1,100.731077300621,"intermediate",211.807042706667
"3","meg.27.7b-k8abd","BE_Beam_10<24m",1,274.305851100929,"least",211.807042706667
"4","mon.27.78abd","BE_Beam_10<24m",1,209.528032448436,"intermediate",211.807042706667
"5","nep.fu.16","BE_Beam_10<24m",1,NA,"intermediate",211.807042706667
"6","nep.fu.17","BE_Beam_10<24m",1,NA,"intermediate",211.807042706667
"7","nep.fu.19","BE_Beam_10<24m",1,NA,"intermediate",211.807042706667
"8","nep.fu.2021","BE_Beam_10<24m",1,NA,"intermediate",211.807042706667
"9","nep.fu.22","BE_Beam_10<24m",1,NA,"intermediate",211.807042706667
"10","nep.out.7","BE_Beam_10<24m",1,211.807042706667,"intermediate",211.807042706667
"11","sol.27.7fg","BE_Beam_10<24m",1,238.245432370797,"intermediate",211.807042706667
"12","whg.27.7b-ce-k","BE_Beam_10<24m",1,48.841191177476,"intermediate",211.807042706667
"13","cod.27.7e-k","BE_Beam_24<40m",1,0,"choke",4675.07026537333
"14","had.27.7b-k","BE_Beam_24<40m",1,1805.62979677351,"intermediate",4675.07026537333
"15","meg.27.7b-k8abd","BE_Beam_24<40m",1,4052.77103187732,"intermediate",4675.07026537333
"16","mon.27.78abd","BE_Beam_24<40m",1,4626.86065661035,"intermediate",4675.07026537333
"17","nep.fu.16","BE_Beam_24<40m",1,NA,"intermediate",4675.07026537333
"18","nep.fu.17","BE_Beam_24<40m",1,NA,"intermediate",4675.07026537333
"19","nep.fu.19","BE_Beam_24<40m",1,NA,"intermediate",4675.07026537333
"20","nep.fu.2021","BE_Beam_24<40m",1,4886.65844371735,"intermediate",4675.07026537333
"21","nep.fu.22","BE_Beam_24<40m",1,4323.00743670509,"intermediate",4675.07026537333
"22","nep.out.7","BE_Beam_24<40m",1,4675.07026537333,"intermediate",4675.07026537333
"23","sol.27.7fg","BE_Beam_24<40m",1,4928.8232824255,"least",4675.07026537333
"24","whg.27.7b-ce-k","BE_Beam_24<40m",1,1446.43221891146,"intermediate",4675.07026537333
"25","cod.27.7e-k","BE_Otter_24<40m",1,0,"choke",423.685329301333
"26","had.27.7b-k","BE_Otter_24<40m",1,383.638962335898,"intermediate",423.685329301333
"27","meg.27.7b-k8abd","BE_Otter_24<40m",1,416.345631021408,"intermediate",423.685329301333
"28","mon.27.78abd","BE_Otter_24<40m",1,444.242890509714,"intermediate",423.685329301333
"29","nep.fu.16","BE_Otter_24<40m",1,NA,"intermediate",423.685329301333
"30","nep.fu.17","BE_Otter_24<40m",1,NA,"intermediate",423.685329301333
"31","nep.fu.19","BE_Otter_24<40m",1,NA,"intermediate",423.685329301333
"32","nep.fu.2021","BE_Otter_24<40m",1,2153.07926972876,"least",423.685329301333
"33","nep.fu.22","BE_Otter_24<40m",1,316.986122801376,"intermediate",423.685329301333
"34","nep.out.7","BE_Otter_24<40m",1,423.685329301333,"intermediate",423.685329301333
"35","sol.27.7fg","BE_Otter_24<40m",1,459.556313445872,"intermediate",423.685329301333
"36","whg.27.7b-ce-k","BE_Otter_24<40m",1,168.613726064542,"intermediate",423.685329301333
"37","cod.27.7e-k","ES_Otter_24<40m",1,0,"choke",2258.926568514
"38","had.27.7b-k","ES_Otter_24<40m",1,2083.66415510217,"intermediate",2258.926568514
"39","meg.27.7b-k8abd","ES_Otter_24<40m",1,1979.90674284342,"intermediate",2258.926568514
"40","mon.27.78abd","ES_Otter_24<40m",1,2250.2720679036,"intermediate",2258.926568514
"41","nep.fu.16","ES_Otter_24<40m",1,2463.58889799702,"intermediate",2258.926568514
"42","nep.fu.17","ES_Otter_24<40m",1,NA,"intermediate",2258.926568514
"43","nep.fu.19","ES_Otter_24<40m",1,NA,"intermediate",2258.926568514
"44","nep.fu.2021","ES_Otter_24<40m",1,NA,"intermediate",2258.926568514
"45","nep.fu.22","ES_Otter_24<40m",1,NA,"intermediate",2258.926568514
"46","nep.out.7","ES_Otter_24<40m",1,NA,"intermediate",2258.926568514
"47","sol.27.7fg","ES_Otter_24<40m",1,7019.89334439613,"least",2258.926568514
"48","whg.27.7b-ce-k","ES_Otter_24<40m",1,1109.59686666137,"intermediate",2258.926568514
"49","cod.27.7e-k","FRA_Other_10<40m",1,0,"choke",1791.37366666667
"50","had.27.7b-k","FRA_Other_10<40m",1,1690.58041622777,"intermediate",1791.37366666667
"51","meg.27.7b-k8abd","FRA_Other_10<40m",1,1672.67302468105,"intermediate",1791.37366666667
"52","mon.27.78abd","FRA_Other_10<40m",1,1788.63274693246,"intermediate",1791.37366666667
"53","nep.fu.16","FRA_Other_10<40m",1,2216.04558410795,"intermediate",1791.37366666667
"54","nep.fu.17","FRA_Other_10<40m",1,NA,"intermediate",1791.37366666667
"55","nep.fu.19","FRA_Other_10<40m",1,2363.47889701397,"least",1791.37366666667
"56","nep.fu.2021","FRA_Other_10<40m",1,2201.86467689021,"intermediate",1791.37366666667
"57","nep.fu.22","FRA_Other_10<40m",1,1946.87233327113,"intermediate",1791.37366666667
"58","nep.out.7","FRA_Other_10<40m",1,1791.37366666667,"intermediate",1791.37366666667
"59","sol.27.7fg","FRA_Other_10<40m",1,1804.02613481096,"intermediate",1791.37366666667
"60","whg.27.7b-ce-k","FRA_Other_10<40m",1,854.022753218254,"intermediate",1791.37366666667
"61","cod.27.7e-k","FRA_Otter_10<40m",1,0,"choke",17129.175
"62","had.27.7b-k","FRA_Otter_10<40m",1,15721.1053701867,"intermediate",17129.175
"63","meg.27.7b-k8abd","FRA_Otter_10<40m",1,15246.8066747515,"intermediate",17129.175
"64","mon.27.78abd","FRA_Otter_10<40m",1,16997.8311089419,"intermediate",17129.175
"65","nep.fu.16","FRA_Otter_10<40m",1,14711.8420199478,"intermediate",17129.175
"66","nep.fu.17","FRA_Otter_10<40m",1,NA,"intermediate",17129.175
"67","nep.fu.19","FRA_Otter_10<40m",1,19336.236618312,"least",17129.175
"68","nep.fu.2021","FRA_Otter_10<40m",1,13874.7515356041,"intermediate",17129.175
"69","nep.fu.22","FRA_Otter_10<40m",1,13274.1463783495,"intermediate",17129.175
"70","nep.out.7","FRA_Otter_10<40m",1,17129.175,"intermediate",17129.175
"71","sol.27.7fg","FRA_Otter_10<40m",1,17963.2847335435,"intermediate",17129.175
"72","whg.27.7b-ce-k","FRA_Otter_10<40m",1,7631.71846776362,"intermediate",17129.175
"73","cod.27.7e-k","FRA_Static_10<40m",1,0,"choke",2859.46833333333
"74","had.27.7b-k","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"75","meg.27.7b-k8abd","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"76","mon.27.78abd","FRA_Static_10<40m",1,2842.22849512683,"intermediate",2859.46833333333
"77","nep.fu.16","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"78","nep.fu.17","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"79","nep.fu.19","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"80","nep.fu.2021","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"81","nep.fu.22","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"82","nep.out.7","FRA_Static_10<40m",1,2859.46833333333,"least",2859.46833333333
"83","sol.27.7fg","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"84","whg.27.7b-ce-k","FRA_Static_10<40m",1,NA,"intermediate",2859.46833333333
"85","cod.27.7e-k","IE_Beam_10<24m",1,0,"choke",356.230666666667
"86","had.27.7b-k","IE_Beam_10<24m",1,171.804611578096,"intermediate",356.230666666667
"87","meg.27.7b-k8abd","IE_Beam_10<24m",1,330.721801471263,"intermediate",356.230666666667
"88","mon.27.78abd","IE_Beam_10<24m",1,362.543671309287,"intermediate",356.230666666667
"89","nep.fu.16","IE_Beam_10<24m",1,356.230666666667,"intermediate",356.230666666667
"90","nep.fu.17","IE_Beam_10<24m",1,NA,"intermediate",356.230666666667
"91","nep.fu.19","IE_Beam_10<24m",1,2220.4182583323,"least",356.230666666667
"92","nep.fu.2021","IE_Beam_10<24m",1,171.697357596612,"intermediate",356.230666666667
"93","nep.fu.22","IE_Beam_10<24m",1,376.735290819363,"intermediate",356.230666666667
"94","nep.out.7","IE_Beam_10<24m",1,NA,"intermediate",356.230666666667
"95","sol.27.7fg","IE_Beam_10<24m",1,92.6440598096336,"intermediate",356.230666666667
"96","whg.27.7b-ce-k","IE_Beam_10<24m",1,127.34676382359,"intermediate",356.230666666667
"97","cod.27.7e-k","IE_Beam_24<40m",1,0,"choke",943.132
"98","had.27.7b-k","IE_Beam_24<40m",1,460.139030676107,"intermediate",943.132
"99","meg.27.7b-k8abd","IE_Beam_24<40m",1,854.44043073161,"intermediate",943.132
"100","mon.27.78abd","IE_Beam_24<40m",1,945.067751021441,"intermediate",943.132
"101","nep.fu.16","IE_Beam_24<40m",1,818.319958776202,"intermediate",943.132
"102","nep.fu.17","IE_Beam_24<40m",1,NA,"intermediate",943.132
"103","nep.fu.19","IE_Beam_24<40m",1,1635.97568868369,"least",943.132
"104","nep.fu.2021","IE_Beam_24<40m",1,716.668782741184,"intermediate",943.132
"105","nep.fu.22","IE_Beam_24<40m",1,768.251077408447,"intermediate",943.132
"106","nep.out.7","IE_Beam_24<40m",1,NA,"intermediate",943.132
"107","sol.27.7fg","IE_Beam_24<40m",1,244.754873714981,"intermediate",943.132
"108","whg.27.7b-ce-k","IE_Beam_24<40m",1,335.936481705422,"intermediate",943.132
"109","cod.27.7e-k","IE_Otter_10<24m",1,0,"choke",6413.286
"110","had.27.7b-k","IE_Otter_10<24m",1,5708.30789137826,"intermediate",6413.286
"111","meg.27.7b-k8abd","IE_Otter_10<24m",1,5532.74860783892,"intermediate",6413.286
"112","mon.27.78abd","IE_Otter_10<24m",1,6463.12128669659,"intermediate",6413.286
"113","nep.fu.16","IE_Otter_10<24m",1,5571.12125242231,"intermediate",6413.286
"114","nep.fu.17","IE_Otter_10<24m",1,9825.02029622715,"least",6413.286
"115","nep.fu.19","IE_Otter_10<24m",1,8542.11866287139,"intermediate",6413.286
"116","nep.fu.2021","IE_Otter_10<24m",1,4561.5163213957,"intermediate",6413.286
"117","nep.fu.22","IE_Otter_10<24m",1,5005.57106747965,"intermediate",6413.286
"118","nep.out.7","IE_Otter_10<24m",1,6413.286,"intermediate",6413.286
"119","sol.27.7fg","IE_Otter_10<24m",1,6013.94094134357,"intermediate",6413.286
"120","whg.27.7b-ce-k","IE_Otter_10<24m",1,3249.55586353104,"intermediate",6413.286
"121","cod.27.7e-k","IE_Otter_24<40m",1,0,"choke",4602.85033333333
"122","had.27.7b-k","IE_Otter_24<40m",1,3946.63984493782,"intermediate",4602.85033333333
"123","meg.27.7b-k8abd","IE_Otter_24<40m",1,3990.46911185199,"intermediate",4602.85033333333
"124","mon.27.78abd","IE_Otter_24<40m",1,4577.10170820036,"intermediate",4602.85033333333
"125","nep.fu.16","IE_Otter_24<40m",1,4485.87673001473,"intermediate",4602.85033333333
"126","nep.fu.17","IE_Otter_24<40m",1,6958.04834806624,"intermediate",4602.85033333333
"127","nep.fu.19","IE_Otter_24<40m",1,9876.74028369822,"least",4602.85033333333
"128","nep.fu.2021","IE_Otter_24<40m",1,3242.64906324452,"intermediate",4602.85033333333
"129","nep.fu.22","IE_Otter_24<40m",1,3381.79384587768,"intermediate",4602.85033333333
"130","nep.out.7","IE_Otter_24<40m",1,4602.85033333333,"intermediate",4602.85033333333
"131","sol.27.7fg","IE_Otter_24<40m",1,4292.11444922044,"intermediate",4602.85033333333
"132","whg.27.7b-ce-k","IE_Otter_24<40m",1,2521.03902850393,"intermediate",4602.85033333333
"133","cod.27.7e-k","IE_Static_10<24m",1,0,"choke",678.819666666667
"134","had.27.7b-k","IE_Static_10<24m",1,667.048431946941,"intermediate",678.819666666667
"135","meg.27.7b-k8abd","IE_Static_10<24m",1,684.503890565913,"intermediate",678.819666666667
"136","mon.27.78abd","IE_Static_10<24m",1,677.840280832463,"intermediate",678.819666666667
"137","nep.fu.16","IE_Static_10<24m",1,1094.66991560459,"intermediate",678.819666666667
"138","nep.fu.17","IE_Static_10<24m",1,NA,"intermediate",678.819666666667
"139","nep.fu.19","IE_Static_10<24m",1,1735.31935128152,"least",678.819666666667
"140","nep.fu.2021","IE_Static_10<24m",1,909.900978032967,"intermediate",678.819666666667
"141","nep.fu.22","IE_Static_10<24m",1,665.03208149316,"intermediate",678.819666666667
"142","nep.out.7","IE_Static_10<24m",1,678.819666666667,"intermediate",678.819666666667
"143","sol.27.7fg","IE_Static_10<24m",1,677.985450188094,"intermediate",678.819666666667
"144","whg.27.7b-ce-k","IE_Static_10<24m",1,365.017525895671,"intermediate",678.819666666667
"145","cod.27.7e-k","NL_Otter_24<40m",1,0,"choke",953.306036666667
"146","had.27.7b-k","NL_Otter_24<40m",1,1372.16023795202,"intermediate",953.306036666667
"147","meg.27.7b-k8abd","NL_Otter_24<40m",1,1645.75430004939,"least",953.306036666667
"148","mon.27.78abd","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"149","nep.fu.16","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"150","nep.fu.17","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"151","nep.fu.19","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"152","nep.fu.2021","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"153","nep.fu.22","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"154","nep.out.7","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"155","sol.27.7fg","NL_Otter_24<40m",1,NA,"intermediate",953.306036666667
"156","whg.27.7b-ce-k","NL_Otter_24<40m",1,613.85912265372,"intermediate",953.306036666667
"157","cod.27.7e-k","OTH_OTH",1,0,"choke",1000
"158","had.27.7b-k","OTH_OTH",1,865.020858854905,"intermediate",1000
"159","meg.27.7b-k8abd","OTH_OTH",1,951.095000613946,"intermediate",1000
"160","mon.27.78abd","OTH_OTH",1,1017.42564019765,"intermediate",1000
"161","nep.fu.16","OTH_OTH",1,NA,"intermediate",1000
"162","nep.fu.17","OTH_OTH",1,NA,"intermediate",1000
"163","nep.fu.19","OTH_OTH",1,NA,"intermediate",1000
"164","nep.fu.2021","OTH_OTH",1,NA,"intermediate",1000
"165","nep.fu.22","OTH_OTH",1,NA,"intermediate",1000
"166","nep.out.7","OTH_OTH",1,NA,"intermediate",1000
"167","sol.27.7fg","OTH_OTH",1,1090.86091760849,"least",1000
"168","whg.27.7b-ce-k","OTH_OTH",1,590.098525240006,"intermediate",1000
"169","cod.27.7e-k","UKE_Beam_10<24m",1,0,"choke",1118.42796
"170","had.27.7b-k","UKE_Beam_10<24m",1,516.994603003661,"intermediate",1118.42796
"171","meg.27.7b-k8abd","UKE_Beam_10<24m",1,994.151159538834,"intermediate",1118.42796
"172","mon.27.78abd","UKE_Beam_10<24m",1,1124.04329682391,"intermediate",1118.42796
"173","nep.fu.16","UKE_Beam_10<24m",1,NA,"intermediate",1118.42796
"174","nep.fu.17","UKE_Beam_10<24m",1,NA,"intermediate",1118.42796
"175","nep.fu.19","UKE_Beam_10<24m",1,NA,"intermediate",1118.42796
"176","nep.fu.2021","UKE_Beam_10<24m",1,5699.21081892937,"least",1118.42796
"177","nep.fu.22","UKE_Beam_10<24m",1,NA,"intermediate",1118.42796
"178","nep.out.7","UKE_Beam_10<24m",1,1118.42796,"intermediate",1118.42796
"179","sol.27.7fg","UKE_Beam_10<24m",1,1174.63885915083,"intermediate",1118.42796
"180","whg.27.7b-ce-k","UKE_Beam_10<24m",1,168.668310221704,"intermediate",1118.42796
"181","cod.27.7e-k","UKE_Beam_24<40m",1,0,"choke",3178.87463333333
"182","had.27.7b-k","UKE_Beam_24<40m",1,1413.87608114282,"intermediate",3178.87463333333
"183","meg.27.7b-k8abd","UKE_Beam_24<40m",1,2896.68134277836,"intermediate",3178.87463333333
"184","mon.27.78abd","UKE_Beam_24<40m",1,3233.18899609371,"intermediate",3178.87463333333
"185","nep.fu.16","UKE_Beam_24<40m",1,NA,"intermediate",3178.87463333333
"186","nep.fu.17","UKE_Beam_24<40m",1,NA,"intermediate",3178.87463333333
"187","nep.fu.19","UKE_Beam_24<40m",1,NA,"intermediate",3178.87463333333
"188","nep.fu.2021","UKE_Beam_24<40m",1,25425.7531004189,"least",3178.87463333333
"189","nep.fu.22","UKE_Beam_24<40m",1,NA,"intermediate",3178.87463333333
"190","nep.out.7","UKE_Beam_24<40m",1,3178.87463333333,"intermediate",3178.87463333333
"191","sol.27.7fg","UKE_Beam_24<40m",1,3357.35226120909,"intermediate",3178.87463333333
"192","whg.27.7b-ce-k","UKE_Beam_24<40m",1,505.836747353562,"intermediate",3178.87463333333
"193","cod.27.7e-k","UKE_Other_<10m",1,0,"choke",225.643006666667
"194","had.27.7b-k","UKE_Other_<10m",1,440.618466227995,"intermediate",225.643006666667
"195","meg.27.7b-k8abd","UKE_Other_<10m",1,1348.11989461559,"intermediate",225.643006666667
"196","mon.27.78abd","UKE_Other_<10m",1,3574.13333996614,"least",225.643006666667
"197","nep.fu.16","UKE_Other_<10m",1,NA,"intermediate",225.643006666667
"198","nep.fu.17","UKE_Other_<10m",1,NA,"intermediate",225.643006666667
"199","nep.fu.19","UKE_Other_<10m",1,NA,"intermediate",225.643006666667
"200","nep.fu.2021","UKE_Other_<10m",1,NA,"intermediate",225.643006666667
"201","nep.fu.22","UKE_Other_<10m",1,NA,"intermediate",225.643006666667
"202","nep.out.7","UKE_Other_<10m",1,225.643006666667,"intermediate",225.643006666667
"203","sol.27.7fg","UKE_Other_<10m",1,202.397611330095,"intermediate",225.643006666667
"204","whg.27.7b-ce-k","UKE_Other_<10m",1,665.076264884483,"intermediate",225.643006666667
"205","cod.27.7e-k","UKE_Otter_<10m",1,0,"choke",584.816393333333
"206","had.27.7b-k","UKE_Otter_<10m",1,191.377360306562,"intermediate",584.816393333333
"207","meg.27.7b-k8abd","UKE_Otter_<10m",1,504.299184194708,"intermediate",584.816393333333
"208","mon.27.78abd","UKE_Otter_<10m",1,607.164325165579,"intermediate",584.816393333333
"209","nep.fu.16","UKE_Otter_<10m",1,NA,"intermediate",584.816393333333
"210","nep.fu.17","UKE_Otter_<10m",1,NA,"intermediate",584.816393333333
"211","nep.fu.19","UKE_Otter_<10m",1,NA,"intermediate",584.816393333333
"212","nep.fu.2021","UKE_Otter_<10m",1,NA,"intermediate",584.816393333333
"213","nep.fu.22","UKE_Otter_<10m",1,NA,"intermediate",584.816393333333
"214","nep.out.7","UKE_Otter_<10m",1,584.816393333333,"intermediate",584.816393333333
"215","sol.27.7fg","UKE_Otter_<10m",1,696.482308874567,"least",584.816393333333
"216","whg.27.7b-ce-k","UKE_Otter_<10m",1,217.893707331681,"intermediate",584.816393333333
"217","cod.27.7e-k","UKE_Otter_10<24m",1,0,"choke",2021.75607333333
"218","had.27.7b-k","UKE_Otter_10<24m",1,745.308299389575,"intermediate",2021.75607333333
"219","meg.27.7b-k8abd","UKE_Otter_10<24m",1,1856.08135874207,"intermediate",2021.75607333333
"220","mon.27.78abd","UKE_Otter_10<24m",1,2015.01215045486,"intermediate",2021.75607333333
"221","nep.fu.16","UKE_Otter_10<24m",1,NA,"intermediate",2021.75607333333
"222","nep.fu.17","UKE_Otter_10<24m",1,NA,"intermediate",2021.75607333333
"223","nep.fu.19","UKE_Otter_10<24m",1,NA,"intermediate",2021.75607333333
"224","nep.fu.2021","UKE_Otter_10<24m",1,1567.46757688669,"intermediate",2021.75607333333
"225","nep.fu.22","UKE_Otter_10<24m",1,1453.79750716681,"intermediate",2021.75607333333
"226","nep.out.7","UKE_Otter_10<24m",1,2021.75607333333,"intermediate",2021.75607333333
"227","sol.27.7fg","UKE_Otter_10<24m",1,2174.08211358702,"least",2021.75607333333
"228","whg.27.7b-ce-k","UKE_Otter_10<24m",1,747.195781654314,"intermediate",2021.75607333333
"229","cod.27.7e-k","UKE_Otter_24<40m",1,0,"choke",3391.78933333333
"230","had.27.7b-k","UKE_Otter_24<40m",1,1299.57112836871,"intermediate",3391.78933333333
"231","meg.27.7b-k8abd","UKE_Otter_24<40m",1,2957.09663354338,"intermediate",3391.78933333333
"232","mon.27.78abd","UKE_Otter_24<40m",1,3389.89855139816,"intermediate",3391.78933333333
"233","nep.fu.16","UKE_Otter_24<40m",1,3664.12126239469,"intermediate",3391.78933333333
"234","nep.fu.17","UKE_Otter_24<40m",1,NA,"intermediate",3391.78933333333
"235","nep.fu.19","UKE_Otter_24<40m",1,15484.5507102792,"least",3391.78933333333
"236","nep.fu.2021","UKE_Otter_24<40m",1,1945.41932641472,"intermediate",3391.78933333333
"237","nep.fu.22","UKE_Otter_24<40m",1,4359.97551468894,"intermediate",3391.78933333333
"238","nep.out.7","UKE_Otter_24<40m",1,3391.78933333333,"intermediate",3391.78933333333
"239","sol.27.7fg","UKE_Otter_24<40m",1,4107.61627744173,"intermediate",3391.78933333333
"240","whg.27.7b-ce-k","UKE_Otter_24<40m",1,1315.27517833971,"intermediate",3391.78933333333
"241","cod.27.7e-k","UKE_Static_10<24m",1,0,"choke",2286.76789
"242","had.27.7b-k","UKE_Static_10<24m",1,2533.55028498246,"least",2286.76789
"243","meg.27.7b-k8abd","UKE_Static_10<24m",1,2072.37051589584,"intermediate",2286.76789
"244","mon.27.78abd","UKE_Static_10<24m",1,2261.60597456829,"intermediate",2286.76789
"245","nep.fu.16","UKE_Static_10<24m",1,NA,"intermediate",2286.76789
"246","nep.fu.17","UKE_Static_10<24m",1,NA,"intermediate",2286.76789
"247","nep.fu.19","UKE_Static_10<24m",1,NA,"intermediate",2286.76789
"248","nep.fu.2021","UKE_Static_10<24m",1,NA,"intermediate",2286.76789
"249","nep.fu.22","UKE_Static_10<24m",1,NA,"intermediate",2286.76789
"250","nep.out.7","UKE_Static_10<24m",1,2286.76789,"intermediate",2286.76789
"251","sol.27.7fg","UKE_Static_10<24m",1,2483.82586770213,"intermediate",2286.76789
"252","whg.27.7b-ce-k","UKE_Static_10<24m",1,995.992504141206,"intermediate",2286.76789
"253","cod.27.7e-k","UKN_Otter_10<24m",1,0,"choke",1822.72
"254","had.27.7b-k","UKN_Otter_10<24m",1,1840.9767222119,"intermediate",1822.72
"255","meg.27.7b-k8abd","UKN_Otter_10<24m",1,2035.8670066458,"intermediate",1822.72
"256","mon.27.78abd","UKN_Otter_10<24m",1,NA,"intermediate",1822.72
"257","nep.fu.16","UKN_Otter_10<24m",1,596.471931888083,"intermediate",1822.72
"258","nep.fu.17","UKN_Otter_10<24m",1,14227.3250943166,"least",1822.72
"259","nep.fu.19","UKN_Otter_10<24m",1,9184.15938443424,"intermediate",1822.72
"260","nep.fu.2021","UKN_Otter_10<24m",1,8133.84588298258,"intermediate",1822.72
"261","nep.fu.22","UKN_Otter_10<24m",1,1010.50701875351,"intermediate",1822.72
"262","nep.out.7","UKN_Otter_10<24m",1,NA,"intermediate",1822.72
"263","sol.27.7fg","UKN_Otter_10<24m",1,1564.63763986843,"intermediate",1822.72
"264","whg.27.7b-ce-k","UKN_Otter_10<24m",1,894.906602322068,"intermediate",1822.72
"265","cod.27.7e-k","UKS_Otter_10<24m",1,0,"choke",107.983966087223
"266","had.27.7b-k","UKS_Otter_10<24m",1,130.043423134248,"intermediate",107.983966087223
"267","meg.27.7b-k8abd","UKS_Otter_10<24m",1,63.9569279281484,"intermediate",107.983966087223
"268","mon.27.78abd","UKS_Otter_10<24m",1,112.94253779059,"intermediate",107.983966087223
"269","nep.fu.16","UKS_Otter_10<24m",1,112.425438899289,"intermediate",107.983966087223
"270","nep.fu.17","UKS_Otter_10<24m",1,NA,"intermediate",107.983966087223
"271","nep.fu.19","UKS_Otter_10<24m",1,NA,"intermediate",107.983966087223
"272","nep.fu.2021","UKS_Otter_10<24m",1,101.749856837744,"intermediate",107.983966087223
"273","nep.fu.22","UKS_Otter_10<24m",1,NA,"intermediate",107.983966087223
"274","nep.out.7","UKS_Otter_10<24m",1,107.983966087223,"intermediate",107.983966087223
"275","sol.27.7fg","UKS_Otter_10<24m",1,182.477595491699,"least",107.983966087223
"276","whg.27.7b-ce-k","UKS_Otter_10<24m",1,53.2157989486098,"intermediate",107.983966087223
"277","cod.27.7e-k","UKS_Otter_24<40m",1,0,"choke",148.895726113847
"278","had.27.7b-k","UKS_Otter_24<40m",1,150.058962906039,"intermediate",148.895726113847
"279","meg.27.7b-k8abd","UKS_Otter_24<40m",1,123.701369627378,"intermediate",148.895726113847
"280","mon.27.78abd","UKS_Otter_24<40m",1,143.624702401687,"intermediate",148.895726113847
"281","nep.fu.16","UKS_Otter_24<40m",1,416.013403918795,"intermediate",148.895726113847
"282","nep.fu.17","UKS_Otter_24<40m",1,NA,"intermediate",148.895726113847
"283","nep.fu.19","UKS_Otter_24<40m",1,847.520157688674,"intermediate",148.895726113847
"284","nep.fu.2021","UKS_Otter_24<40m",1,1780.35685945577,"least",148.895726113847
"285","nep.fu.22","UKS_Otter_24<40m",1,NA,"intermediate",148.895726113847
"286","nep.out.7","UKS_Otter_24<40m",1,148.895726113847,"intermediate",148.895726113847
"287","sol.27.7fg","UKS_Otter_24<40m",1,NA,"intermediate",148.895726113847
"288","whg.27.7b-ce-k","UKS_Otter_24<40m",1,63.3103320322546,"intermediate",148.895726113847
