Country,Season,Season type,Year,Stock,Area,Fleets,Effort,UnitEffort,Catch. kg,Catch Cat.,Report cat.,Discards Imported Or Raised
UK (England),2,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,1140,Landings,"A-All - reported, nonre",Imported
UK (England),4,Quarter,2020,mon.27.78abd,27.7.e,MIS_MIS_0_0_0_HC,-9,NA,9171,Landings,"A-All - reported, nonre",Imported
UK (England),4,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,13204,Landings,"A-All - reported, nonre",Imported
UK (England),4,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,80,BMS landing,"A-All - reported, nonre",Imported
France,1,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0,2684843,kWd,1723.59,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0,3737760,kWd,1719.9,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,700078,kWd,6078.91,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,700078,kWd,2888.06,Discards,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,1043565,kWd,4524.34,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,1302115,kWd,5104.82,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,1302115,kWd,0,Discards,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0,1562886,kWd,3476.95,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0,1777913,kWd,2954.19,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_70-99_0_0,764547,kWd,5206.25,Landings,R-Reported,Imported
UK (England),1,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,10193,Landings,"A-All - reported, nonre",Imported
UK (England),1,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,280,BMS landing,"A-All - reported, nonre",Imported
UK (England),3,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,2981,Landings,"A-All - reported, nonre",Imported
UK (England),3,Quarter,2020,mon.27.78abd,27.7.d,MIS_MIS_0_0_0_HC,-9,NA,160,BMS landing,"A-All - reported, nonre",Imported
Belgium,2,Quarter,2020,mon.27.78abd,27.7.d,SSC_DEF_70-99_0_0_all,6000,kWd,30,Landings,R-Reported,Imported
Belgium,4,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_32-69_0_0_all,22128,kWd,9,Landings,R-Reported,Imported
Belgium,2,Quarter,2020,mon.27.78abd,27.7.d,SSC_DEF_32-69_0_0_all,10800,kWd,14,Landings,R-Reported,Imported
Belgium,4,Quarter,2020,mon.27.78abd,27.7.d,SSC_DEF_32-69_0_0_all,10800,kWd,21,Landings,R-Reported,Imported
Belgium,1,Quarter,2020,mon.27.78abd,27.7.d,OTB_CRU_70-99_0_0_all,1537,kWd,182,Landings,R-Reported,Imported
Belgium,1,Quarter,2020,mon.27.78abd,27.7.d,SSC_DEF_70-99_0_0_all,40800,kWd,55,Landings,R-Reported,Imported
Belgium,4,Quarter,2020,mon.27.78abd,27.7.d,SSC_DEF_70-99_0_0_all,27600,kWd,102,Landings,R-Reported,Imported
Belgium,1,Quarter,2020,mon.27.78abd,27.7.d,OTB_DEF_32-69_0_0_all,11354,kWd,47,Landings,R-Reported,Imported
UK(Northern Ireland),1,Quarter,2020,mon.27.78abd,27.7.a,OTB_CRU_70-99_0_0_all,335221,kWd,0,Discards,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.h,OTT_DEF_100-119_0_0,523731,kWd,212213.88,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_100-119_0_0,300526,kWd,112748.39,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.8.a,MIS_MIS_0_0_0,2875410,kWd,3614.55,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.b,MIS_MIS_0_0_0,1517870,kWd,4160.67,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.h,MIS_MIS_0_0_0,353032,kWd,20680.18,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.a,MIS_MIS_0_0_0,3102315,kWd,10456.05,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.8.b,MIS_MIS_0_0_0,1410054,kWd,335.78,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.h,MIS_MIS_0_0_0,234556,kWd,4845.4,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,MIS_MIS_0_0_0,3451212,kWd,23583.28,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.b,OTT_DEF_100-119_0_0,8663,kWd,13097.28,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.g,MIS_MIS_0_0_0,20510,kWd,0,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.g,OTT_DEF_100-119_0_0,147672,kWd,89371.84,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.g,OTB_DEF_100-119_0_0,122848,kWd,34041.98,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.g,OTB_DEF_100-119_0_0,96954,kWd,13506.1,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.h,MIS_MIS_0_0_0,195865,kWd,2969.46,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.h,OTT_DEF_100-119_0_0,393837,kWd,108662.7,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.h,OTT_DEF_100-119_0_0,429206,kWd,253095.44,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.h,OTT_DEF_100-119_0_0,550004,kWd,406975.09,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_100-119_0_0,146106,kWd,65171.03,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.j,MIS_MIS_0_0_0,666966,kWd,923.91,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.j,MIS_MIS_0_0_0,1017754,kWd,25.75,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.j,MIS_MIS_0_0_0,635809,kWd,830.41,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.j,MIS_MIS_0_0_0,415998,kWd,542.73,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.j,OTT_DEF_100-119_0_0,122106,kWd,178078.19,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.7.j,OTT_DEF_100-119_0_0,120507,kWd,210769.47,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.j,OTT_DEF_100-119_0_0,203756,kWd,326561.27,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.j,OTT_DEF_100-119_0_0,211906,kWd,296841.52,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.7.j,OTB_DEF_100-119_0_0,389119,kWd,398626.99,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.7.j,OTB_DEF_100-119_0_0,178406,kWd,203122.36,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.j,OTB_DEF_100-119_0_0,258913,kWd,283506.72,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.7.k,OTT_DEF_100-119_0_0,9451,kWd,9698.18,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.a,MIS_MIS_0_0_0,3091574,kWd,10533.58,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.b,MIS_MIS_0_0_0,1588847,kWd,2040.71,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.b,MIS_MIS_0_0_0,1546756,kWd,1924.21,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.d,MIS_MIS_0_0_0,104633,kWd,239.63,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.d,MIS_MIS_0_0_0,75363,kWd,51.72,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.d,MIS_MIS_0_0_0,285804,kWd,643.73,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,70822,kWd,73188,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,70822,kWd,0,Discards,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,80519,kWd,45185.71,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,80519,kWd,50,Discards,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.g,OTB_DEF_70-99_0_0,8635,kWd,4191,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.g,OTB_DEF_70-99_0_0,8635,kWd,0,Discards,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,23748,kWd,12980,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,23748,kWd,0,Discards,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,4591,kWd,1509,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,4591,kWd,6,Discards,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,169568,kWd,194637,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,169568,kWd,0,Discards,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,46087,kWd,20344,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,46087,kWd,38,Discards,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.j.2,OTB_DEF_70-99_0_0,210453,kWd,205027,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.j.2,OTB_DEF_70-99_0_0,210453,kWd,0,Discards,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.j.2,OTB_DEF_70-99_0_0,368975,kWd,131590,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.j.2,OTB_DEF_70-99_0_0,368975,kWd,345,Discards,R-Reported,Imported
Ireland,2020,Year,2020,mon.27.78abd,27.7.b,OTB_DEF_100-119_0_0_all,-9,NA,-59584,Landings,M-Misreported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,563101,kWd,12023.49,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,563101,kWd,53.92,Discards,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,461524,kWd,7571.81,Landings,R-Reported,Imported
France,4,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,461524,kWd,26.72,Discards,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,664458,kWd,51101.14,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,664458,kWd,0,Discards,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.d,GNS_DEF_100-119_0_0_all,17514,kWd,7662.5,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.a,LLS_DEF_0_0_0,72910,kWd,14,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,161690,kWd,15267,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.b,LLS_DEF_0_0_0,37437,kWd,1,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,186005,kWd,16333.5,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,186005,kWd,0,Discards,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,191302,kWd,28190,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,191302,kWd,783.21,Discards,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.d.2,LLS_DEF_0_0_0,34825,kWd,0,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.d.2,LLS_DEF_0_0_0,84345,kWd,6,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.d.2,OTB_DEF_>=70_0_0,1766,kWd,64.66,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.d.2,OTB_DEF_>=70_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.d.2,GNS_DEF_>=100_0_0,5445,kWd,38,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.a,LLS_DEF_0_0_0,139723,kWd,24,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,161823,kWd,10657,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_>=100_0_0,29953,kWd,298,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.b,LLS_DEF_0_0_0,90626,kWd,29.53,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,131425,kWd,27149,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,131425,kWd,0,Discards,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_>=100_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.d.2,LLS_DEF_0_0_0,36678,kWd,9,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.d.2,GNS_DEF_>=100_0_0,1626,kWd,25,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.a,LLS_DEF_0_0_0,122919,kWd,8,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.a,LLS_DEF_0_0_0,207856,kWd,6,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_>=100_0_0,61543,kWd,354.07,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_>=100_0_0,26162,kWd,139,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.b,LLS_DEF_0_0_0,97857,kWd,6.97,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_>=100_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.d.2,LLS_DEF_0_0_0,76261,kWd,1,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.d.2,OTB_DEF_>=70_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.d.2,GNS_DEF_>=100_0_0,15032,kWd,90,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,140616,kWd,10645,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,140616,kWd,15,BMS landing,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.a,OTB_DEF_>=70_0_0,158210,kWd,8233,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_>=100_0_0,55046,kWd,540,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.b,LLS_DEF_0_0_0,97766,kWd,122.34,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,63528,kWd,5198.06,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.b,OTB_DEF_>=70_0_0,63528,kWd,222.34,Discards,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_>=100_0_0,32309,kWd,820.33,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_>=100_0_0,21036,kWd,1471.18,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.d.2,OTB_DEF_>=70_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.d.2,GNS_DEF_>=100_0_0,3605,kWd,42,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.a,OTT_DEF_>=70_0_0,349619,kWd,93995.02,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.b,GTR_DEF_100-119_0_0_all,472889,kWd,29538.15,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,161263,kWd,6355.39,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,161263,kWd,0,Discards,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.d,GNS_DEF_100-119_0_0_all,33255,kWd,35549.95,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,485492,kWd,10924.79,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.a,GNS_DEF_100-119_0_0_all,485492,kWd,0,Discards,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,410016,kWd,13748.56,Landings,R-Reported,Imported
France,1,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,410016,kWd,161.66,Discards,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_100-119_0_0_all,224069,kWd,51291.25,Landings,R-Reported,Imported
France,2,Quarter,2020,mon.27.78abd,27.8.d,GNS_DEF_100-119_0_0_all,10635,kWd,6941.81,Landings,R-Reported,Imported
France,3,Quarter,2020,mon.27.78abd,27.8.d,OTB_DEF_>=70_0_0,5409,kWd,2932.13,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.b,LLS_DEF_0_0_0,15895,kWd,54,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.b,OTB_DEF_70-99_0_0,19037,kWd,13889.83,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.h,LLS_DEF_0_0_0,31696,kWd,0,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.h,LLS_DEF_0_0_0,12224,kWd,0,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.h,LLS_DEF_0_0_0,193487,kWd,38,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.h,LLS_DEF_0_0_0,38505,kWd,0,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,35334,kWd,11021,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.h,OTB_DEF_70-99_0_0,26639,kWd,7274,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.h,GNS_DEF_120-219_0_0,1747,kWd,97,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.h,GNS_DEF_120-219_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.h,GNS_DEF_120-219_0_0,19116,kWd,2651,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.h,GNS_DEF_120-219_0_0,50514,kWd,2302,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_60-79_0_0,710,kWd,0.44,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_60-79_0_0,110,kWd,0.21,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_60-79_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.8.b,GNS_DEF_60-79_0_0,2564,kWd,4.75,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.c.2,LLS_DEF_0_0_0,10949,kWd,48,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.c.2,LLS_DEF_0_0_0,228644,kWd,329,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.c.2,LLS_DEF_0_0_0,6718,kWd,10,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_100-119_0_0,0,kWd,0,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_100-119_0_0,73606,kWd,82674,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_100-119_0_0,73792,kWd,52484,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_100-119_0_0,1615,kWd,2788,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,23344,kWd,16463,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.c.2,OTB_DEF_70-99_0_0,90582,kWd,37278,Landings,R-Reported,Imported
Spain,1,Quarter,2020,mon.27.78abd,27.7.j.2,LLS_DEF_0_0_0,706520,kWd,16,Landings,R-Reported,Imported
Spain,2,Quarter,2020,mon.27.78abd,27.7.j.2,LLS_DEF_0_0_0,661040,kWd,101,Landings,R-Reported,Imported
Spain,3,Quarter,2020,mon.27.78abd,27.7.j.2,LLS_DEF_0_0_0,265419,kWd,19,Landings,R-Reported,Imported
Spain,4,Quarter,2020,mon.27.78abd,27.7.j.2,LLS_DEF_0_0_0,611727,kWd,9,Landings,R-Reported,Imported
